"Bad Functionality: When player jumps from the corner then it starts from bottom of the floor (should be implemented properly), fire balls are not implemented which is a major game requirement.Nothing to preview",Github
"Bad Funtionality: Not implemented game functionalities, Too many glitches when playing the game (should be refactored for better code understanding and functionality)Nothing to preview",Github
bad indentation  : PEP 8 convention violates found 12 spaces but expected 8.Nothing to preview,Github
Bad Indentation in many lines. use a better code editor not vim :PNothing to previewNothing to preview,Github
Bad indentation on too many lines. Don't use vim again :PNothing to previewNothing to preview,Github
"Bad Indentation, used tabs instead of spaces, PEP8 not followedNothing to previewGod Class: Bad code smell.Nothing to previewNothing to preview",Github
"Bad Indentation: Expected 8 spaces,found 12Nothing to previewNothing to preview",Github
"Bad indentation. Found 12 spaces, expected 8 Nothing to previewNothing to preview",Github
Bad indentation. Used 3 spaces instead of 4 according to pylint! (PEP-8 standards)Nothing to preview,Github
bad indentationNothing to previewNothing to preview,Github
"Bad name, not PEP8Nothing to previewExcessive short identifierNothing to previewNothing to preview",Github
Bad NamesNothing to previewNothing to preview,Github
Bad Practice . Its generally good to write functions on the top of the code after import statements .Nothing to previewNothing to preview,Github
"Bad UI, the grid gets printed twice,Modularity not implementedNothing to previewNothing to preview",Github
"BAD UI, the grid gets printed twice.  Bug- In the jump feature, there is no provision for the player to jump backwards. The case should be that the player should be able to jump in the direction in which he last moved. The grid 1 printed above is one step behind the second one. Nothing to preview",Github
"Bad user experience, should have specified that we need to press enter after every command. Nothing to preview",Github
"Bad user experience, user does not know what to do when game starts, functions should be specified in the game beginningNothing to preview",Github
Bad white-space.  User a space after comma.Nothing to previewNothing to preview,Github
Bad white-spaces at many places. (PEP-8 standards)Nothing to preview,Github
Bad white-spaces. (PEP-8 standards violated at many places.)Nothing to preview,Github
Bad whitespace errorNothing to previewNothing to preview,Github
bad whitespaceNothing to previewmixed indentation.Nothing to previewNothing to preview,Github
Bad whitespaceNothing to previewNothing to preview,Github
Bad Whitespaces after each comma. PEP8 standards not followedNothing to previewNothing to preview,Github
Bad whitespaces. (PEP-8 standards)Nothing to preview,Github
Bad WhitespacesNothing to previewNothing to preview,Github
Bad whitespacesNothing to previewNothing to preview,Github
Bad WhitespacesNothing to previewNothing to preview,Github
Bad WhitespacesNothing to previewNothing to preview,Github
bad-whitespace invalid-name trailing-whitespace missing-docstring line-too-long global-variable-undefined global-variable-not-assigned too-many-statements too-many-branches superfluous-parens unused-variable unused-argument too-many-locals super-init-not-called old-style-class duplicate-code too-many-arguments redefined-outer-name multiple-statements        Many such instancesNothing to previewNothing to preview,Github
"Basic functionality is not implemented, such asNothing to preview",Github
basic functionality required is not implemented.Nothing to preview,Github
better avoid hard coding for a good game.Nothing to previewNothing to preview,Github
Better to split this function into multiple functions and refactor them . Like drawing all onto the screen can be a function etc .Nothing to previewNothing to preview,Github
beyond 323 : all the lines have already been repeated in nonliving.py. repetition of lines across modules. bad practice.Nothing to previewNothing to preview,Github
Blank line must be present after the function definitionNothing to previewNothing to preview,Github
Blank lines left PEP8 standards violatedNothing to previewBUG : When the player is at the bottom of the ladder and we press the down control he is coming to the lower levelNothing to previewNothing to preview,Github
Blank space left PEP8 standards violatedNothing to previewNothing to preview,Github
Block comments must start with # and a single space.Nothing to previewNothing to preview,Github
Block comments must start with # and a single space.Nothing to previewNothing to preview,Github
Board Generation code should be placed in separate file.Nothing to previewNothing to preview,Github
Board is not generated randomlyNothing to previewNothing to preview,Github
Board is not generated randomlyNothing to previewtoo many statements- (bad code smell)Nothing to previewNothing to preview,Github
"board width and height hardcoded,changing any of these will create problems.Nothing to previewNothing to preview",Github
Both global and local variables have been declared as global variables. Variables declared in functions should not be global. Many variables have been redeclared. Nothing to preview,Github
broken ladders is not implemented.Nothing to preview,Github
Broken ladders not implemented.Nothing to preview,Github
Broken Ladders not implementedNothing to preview,Github
Broken stairs unimplemented.Nothing to previewNothing to preview,Github
Bug ; fireballs follow a fixed path not random.Nothing to previewNothing to preview,Github
Bug :  Player sometimes jumps twice even on pressing the space bar once which makes the irritates the user. Nothing to preview,Github
"Bug : According to the problem statement, the game should exit when 'q' is pressed. This feature is absent in the game.Nothing to preview",Github
BUG : After hitting by fireball coins does not reset.Nothing to preview,Github
BUG : Board not generated randomlyNothing to previewNothing to preview,Github
"BUG : coins aren't random, player can't get them and only one fireball and has no effect on fireball.Nothing to preview",Github
Bug : Donkey does not throw fireballs.Nothing to previewNothing to preview,Github
Bug : Excessive system utilization : The game becomes slow when the player resets after a death .Nothing to preview,Github
BUG : Fireballs don't dissapear after reaching Bottom Left cornerNothing to preview,Github
Bug : Fireballs show buggy behavior post level 9 .Nothing to preview,Github
Bug : Game is buggy and causes the player to get stuck Inside a floor block.Nothing to preview,Github
Bug : Game slows down after playing over 5 times because the lists get over populated and are not emptied.Nothing to preview,Github
bug : if the player reach the position on f(3rd floor in level 1)floor beneath which a broken ladder is present then he will down even if he doesn't press the down arrow keyNothing to previewThat is a feature I wanted to implement. I am sorry it was misleading and made you think it was a bug but I intended to show it as though the player falls off a broken ladder when he goes over it. Thanks for pointing out the misunderstanding though.Nothing to previewI pointed it out  because its not the part of game (atleast the one which i played earlier)Nothing to previewNothing to preview,Github
"Bug : Issue in Gravity, player may fall down and literally ""Enter one of the floor blocks"" .Nothing to preview",Github
Bug : Jumping bug. Steps to re-create : 1. Go to corner of the screen with the player. 2. Jump. 3. Hold the arrow key in the direction of the wall .Expected result : Player falls down. Actual result : Player remains stuck in the air.Nothing to preview,Github
Bug : Must have printed score at the end of each life and at the end of game . Very bad. User gets disappointed if he cant view his score at the end of game.Nothing to preview,Github
Bug : No Broken Ladders.Nothing to preview,Github
Bug : No private variables or Methods. Abstraction not implemented .Nothing to preview,Github
BUG : Not falling down the platform instead  locked the moves when it is near the edge of a platform.Nothing to preview,Github
Bug : Player and fireball can be present on the ladder at the same time without causing any damage. This is a major bug in the game.Nothing to preview,Github
BUG : Player and fireball is locked to move out of the platform instead it should fall from platform when tries to move out.Nothing to preview,Github
Bug : Player can jump up Broken ladders.Nothing to preview,Github
Bug : Player can jump up on broken ladders. This is against the proposed problem statement.Nothing to preview,Github
BUG : Player can move beyond the gameboard.Nothing to preview,Github
Bug : Player can not jump.Nothing to previewBug: Player can float in plane from ladder. It can leave the ladder while climbing up the ladder. And then remains on the same level.Nothing to previewBug : Player does not die on collision with donkey.Nothing to previewScreen does no show score and lifes.Nothing to previewNothing to preview,Github
BUG : Player falls from the second platform.Nothing to preview,Github
BUG : player is passing through the plateform not collecting coins and when hit by a fireball it does not loss any life or blood or something.Nothing to preview,Github
"BUG : Sometimes , the player gets stuck on the ladder .Nothing to preview",Github
BUG : The fireball move only when the player moves.Nothing to preview,Github
BUG : The fireballs move only when the Player moves.Nothing to preview,Github
"Bug : The functions that are have to be present in the code compulsorily, such as : 1. getPosition() 2. checkWall() 3. checkCollision() 4. collectCoin()  are absent .Nothing to preview",Github
Bug : The quit function on pressing Q can sometimes cause the game to stall and crash. Nothing to preview,Github
"Bug : The score of the game should never of negative, but after user dies the score goes into negative.Nothing to preview",Github
BUG : The transition of Fireball moving in a ladder is not shown properlyNothing to preview,Github
BUG : when jump again and again on the platform first thing is the player is in air and after some jumps the game stops with an error Attribute Error: 'Point' object has no attribute 'permChar'.Nothing to preview,Github
BUG : When the fireball is about to fall from the edge of the platform and player is just below it then player dies even before the fireball fall down  because falling down of fireball is not smooth.Nothing to preview,Github
Bug found : Fireballs don't fall from the ladder.Nothing to preview,Github
BUG found : fireballs not falling down the stairs and also from plateforms instead going in air.Nothing to preview,Github
"BUG found : player is climbing when there are no stairs in path,when the position of player is above just above the stairs.Nothing to preview",Github
"Bug found : Player jumps on pressing ''w"" key.Nothing to preview",Github
BUG Found: The ladder dissappears when Player climbs on it. Nothing to preview,Github
BUG Found: When Player hits fireball sometimes the fireball is not detroyed and remains at position of collision.Nothing to preview,Github
bug in ascending stair cases .Nothing to preview,Github
bug in coin collection.player is not collecting coins while moving backwards.Nothing to preview,Github
"bug in juump functinality.jump functionality should involve 4 stages but tthere are only 3 stages. Attach files by dragging & dropping, jump function should involve 4 stages but tthere are only 3 stages.Nothing to preview",Github
bug in stair case functionality.Nothing to preview,Github
"Bug- when you try to move towards right or left in between the ladder, the game abruptly stops and it shows an list index over flow error.Nothing to preview",Github
BUG:  q -> quit not implemented when user presses q the program does not exitNothing to preview,Github
"BUG: Do not remove the player when a person finishes. Thus, there are more than 1 player in further levelsNothing to previewNothing to preview",Github
"BUG: Donkey does not kills the players, sometimesNothing to previewNothing to preview",Github
"Bug: Fireball falls down instantaneously down the ladder, too fast for the player on the ladder to avoid the fireball.Nothing to preview",Github
Bug: fireballs move only when a key to move the player is pressed.Nothing to previewNothing to preview,Github
Bug: Game does not exit on pressing key 'q'. Nothing to previewNothing to preview,Github
Bug: Game slows down when first loads.Nothing to previewNothing to preview,Github
Bug: Getting up a ladder functionality is not proper.Nothing to preview,Github
"BUG: Gives error, when player collides with stairs while jumpingNothing to previewNothing to preview",Github
BUG: gravity is disabled while the player is on the ladder. So if the player is on the broken ladder he doesn't fall down instead he stands in air.Nothing to previewNothing to preview,Github
bug: if player falls into a gap on the floor he is landing at wrong position i.e somewards backwards than required.Nothing to preview,Github
Bug: Jumping vertically upward not implemented(i.e pressing spacebar alone) instead spacebar + (a or d) needs to be pressed for executing a projectile jump in the direction pressed.Nothing to preview,Github
Bug: Levels have not been implemented.Nothing to preview,Github
Bug: Multiple levels not implemented.Nothing to preview,Github
"Bug: On winning the first level, the player is stuck in the cage with the queen.Doesn't come back to player spawn position.Nor is he able to move.Nothing to preview",Github
Bug: Player can not jump upward. Jump directly towards.Nothing to previewPlayer jump twice the key pressed.Nothing to previewNothing to preview,Github
"BUG: Player does not die when Donkey collides with it, only dies when Player collides with DonkeyNothing to previewNothing to preview",Github
"Bug: Player doesn't die on touch with fireball.Nothing to previewGame does not over, when player reaches to princess.Nothing to previewNothing to preview",Github
BUG: Player go through the wall floor on which princess is there . so checkWall function not implemented correctly Nothing to preview,Github
BUG: player goes out of game windowNothing to preview,Github
Bug: Player keep on climbing the stair even after end of stair.Nothing to preview,Github
Bug: Player keep on playing even after strike with donkeyNothing to preview,Github
Bug: Player moves behind the ladder. (It should be in front of the ladder)Nothing to preview,Github
Bug: Player unable to jump from the edge of a platform.Nothing to preview,Github
BUG: Pressing 'q' does not quit the game.Nothing to preview,Github
BUG: the 'H' of the ladder gets broken and gets attached on the platformNothing to preview,Github
Bug: The coins are intersecting with the walls at a lot of places which makes them unattainable.Nothing to preview,Github
BUG: The fireball are falling from broken ladder also.Nothing to preview,Github
Bug: The game does not quit on pressing 'q' as was required.Nothing to preview,Github
Bug: The player falls down a ladder when it walks over it. It should have been done using the key 's'.Nothing to preview,Github
BUG: The player jumps when 'w' is pressed.Nothing to preview,Github
"BUG: The player loses it's life on the bottom most platform, if it moves to the right extreme.Nothing to preview",Github
Bug: The speed of the player is very slow as compared to the speed of the fireball.Nothing to preview,Github
"Bug: When the game over or level up message is displayed,there's a sleep function being called, so if the user hits q to quit or p to play again, it won't work until the sleep completesNothing to preview",Github
"Bug: When the Player is adjacent to the Donkey, and the Donkey steps on the ladder, ladder gets eaten.Nothing to preview",Github
bug:after hitting the fireball player will not start from the beginning.Nothing to preview,Github
Bug:Donkey is not falling to down level as you move in next to edge Nothing to previewNothing to preview,Github
bug:game is giving jerks.it may irritate user.Nothing to preview,Github
"bug:if coin is just above the ladder, player will not collect the coin after climbing the ladder.Nothing to preview",Github
bug:jump is not implemented correctly.Nothing to preview,Github
bug:pixel arrangement is also bad.player cannot coincide with ladder.Nothing to preview,Github
bug:player cannot jump while running.Nothing to preview,Github
bug:player is going into the floor and giving index error.Nothing to preview,Github
bug:player is not able to move down through broken ladders.Nothing to preview,Github
BUG:Position of coins is hard coded which causes the coins to be in air and embedded in the walls because of which some coins cannot be collected no matter what.Nothing to previewNothing to preview,Github
bug:q will not quit the gameNothing to preview,Github
Bugs -:Nothing to preview,Github
Bugs :- Nothing to preview,Github
Bugs :- Nothing to preview,Github
Bugs related to broken ladder: 1. The player and fireball can fall down from the broken ladders. 2. The player cannot pass through the broken ladder rather it collides.Nothing to preview,Github
BUGS: On quitting game pygame.error: display Surface quitNothing to previewNothing to preview,Github
"By importing everything from the modules, many imports are unused, not recommended by PyLint.Nothing to previewNothing to preview",Github
Can use loop to make table and Exactly one space required after commaBad code smell for code understanding and readabilityNothing to previewNothing to preview,Github
Can't jump in the backward direction.Nothing to preview,Github
Cant cross left to right with the ladder below.Have to jump to do soNothing to preview,Github
"Causes the score to go into negative, which should not happen.Nothing to previewNothing to preview",Github
Class and the first function should be separated by 2 blank lines.Nothing to previewNothing to preview,Github
Class Board not implemented.Nothing to preview,Github
Class docstring missing for all classes defined. Nothing to preview,Github
Class docstring missing for all classes defined. Nothing to preview,Github
Class docstring missing for all classes defined. Nothing to preview,Github
class doesn't have an init function and doesn't have any methods. could have used a dictionary instead.Nothing to previewNothing to preview,Github
Class Donkey not implemented.Nothing to preview,Github
Class has no 'init' method.Nothing to previewNothing to preview,Github
Class has no method descriptors.Nothing to previewNothing to preview,Github
Class names should normally use the CapWords convention. PEP8 standards violated.Nothing to preview,Github
Class names should normally use the CapWords convention. PEP8 standards violated.Nothing to previewNothing to preview,Github
"class Person is not implemented as per requirements. Instead class Donkey inherits from class Player which is not what is specified.Nothing to previewMethods getPosition(), checkWall(), checkCollision(), collectCoin() not implemented.Nothing to previewNothing to preview",Github
class set_screen used. class Board not used. Too much of hardcoding which restricts portability of the code.Nothing to previewNothing to preview,Github
Class's methods donot have docstrings. It is a good practice to add them.Nothing to previewClass name has to be in camel case conventions. PEP8 violation.Nothing to previewNothing to preview,Github
Class's methods donot have docstrings. It is a good practice to add them.Nothing to previewNothing to preview,Github
Class's methods donot have docstrings. It is a good practice to add them.Nothing to previewNothing to preview,Github
Classes and modules don't have docstring .Nothing to previewNothing to preview,Github
Classes not implemented.Nothing to previewNothing to preview,Github
"classes,inheritance,encapsulation not used.Nothing to preview",Github
"Climb up the ladder and keep the up key pressed , the user never comes down and remains stuck to the wall unless the key is released.Nothing to preview",Github
"clock.tick(20) limits the frame rate, faster computers won't be able to take advantage of higher processing power.Nothing to previewNothing to preview",Github
Close button(X) doesn't work in the game(not q)Nothing to preview,Github
code : Contrived complexity : should have used a simple method and call it with different parameters instead of just hard coding the method many times.Nothing to previewNothing to preview,Github
Code for Windows present uncommented in code for Unix. Failed to import msvcrt (which is only for Windows) error.Nothing to previewNothing to preview,Github
code is hard coded.it displays same game board no matter how many times the game is played.same stair case positions.Nothing to preview,Github
Code nicely arranged into modules and directories.Nothing to preview,Github
Code not working correctlyNothing to preview,Github
Code Smell - Line too longNothing to previewNothing to preview,Github
code smell - Line too longNothing to previewNothing to preview,Github
Code smell - line too longNothing to previewNothing to preview,Github
Code Smell - Line too longNothing to previewNothing to preview,Github
Code Smell :  Large Class (God Object)Nothing to previewPEP8 standards violated. Found indentation with tabs instead of spaces.Nothing to previewLife is not decreasing when gets in contact with a fireballNothing to previewfireballs are going down only when floor is ended.they should go along stair cases also.Nothing to previewNothing to preview,Github
"Code Smell : Application Level : Duplicated code  The function is simply copy a copy of checkwall.py . Both file could have been replaced by a single file.Nothing to previewBad code smell:   Too many arguments (6 given,5 is the standard limit) Nothing to previewNothing to preview",Github
Code smell : Bad white spaces.Nothing to previewCoordinates should be declared as Variable name.Nothing to previewNothing to preview,Github
"code smell : Combinatorial explosion. All the if conditions have almost same functionality but at different positions on the display, so the positions can be sent as arguments to the function and decrease code redundancy.Nothing to previewNothing to preview",Github
Code Smell : Constant classNothing to previewPEP-8 Violation:  Missing module docstringNothing to previewNothing to preview,Github
code smell : Contrived complexity :  a simple function can be used instead of the adding all elements differently.Nothing to previewNothing to preview,Github
Code smell : Contrived complexity : instead of using two different function for jump right and left could have used a single function with different parameters.Nothing to previewNothing to preview,Github
Code smell : Cyclomatic complexity  : too many branches.Nothing to previewNothing to preview,Github
"Code Smell : Cyclomatic Complexity  Too many branches or loops; this may indicate a function needs to be broken up into smaller functions, or that it has potential for simplification.Nothing to previewNothing to preview",Github
Code Smell : Cyclomatic Complexity  Too many nested loops and conditions .Nothing to previewNothing to preview,Github
Code smell : Cyclomatic complexity : too many if and else condition.Nothing to previewNothing to preview,Github
"Code Smell : Cyclomatic Complexity Too many branches or loops; this may indicate a function needs to be broken up into smaller functions, or that it has potential for simplification.Nothing to previewNothing to preview",Github
"Code Smell : Cyclomatic Complexity Too many branches or loops; this may indicate a function needs to be broken up into smaller functions, or that it has potential for simplification.Nothing to previewNothing to preview",Github
"Code Smell : Cyclomatic complexity: too many branches or loops; this may indicate a function needs to be broken up into smaller functions, or that it has potential for simplification. The terms such as ""PLAYER"",""COIN"",""LEFT_LADDER"", etc could be put into a list and then iterated over a using a simple iterator . A lot of redundant code is present over here.Nothing to previewNothing to preview",Github
Code Smell : Cyclomatic complexity: too many branches or loops.Nothing to previewNothing to preview,Github
"Code Smell : Cyclomatic complexity: Too many branches. Could have been broken down into simpler functions.Nothing to previewCode Smell : Long method: a method, function, or procedure that has grown too large.Nothing to previewNothing to preview",Github
"Code Smell : Cyclomatic complexity: Way too many dependencies, you could rather nest them to make them more readable.Nothing to previewNothing to preview",Github
Code Smell : Duplicated Code Could have used a function or a loop.Nothing to previewNothing to preview,Github
Code Smell : Duplicated Code Could have used a loop to generate the given requirements.Nothing to previewNothing to preview,Github
Code Smell : Duplicated Code Line 130-152 Could have defined a function and used it multiple times.Nothing to previewNothing to preview,Github
Code Smell : Duplicated code. Nothing to previewNothing to preview,Github
Code Smell : Excessively long identifiers.Nothing to previewNothing to preview,Github
"Code Smell : God ClassNothing to previewCode Smell: Classes with too much code, can be refactored by making new classes.Nothing to previewNothing to preview",Github
"Code Smell : In this function there are Too many parameters: a long list of parameters is hard to read, and makes calling and testing the function complicated.  A single list could be passed that consolidated all the parameters. Hence, we could reduce the number of parameters from 5 to 2. Nothing to previewtoo many Unnecessary comments. Can refactor the code, so don't have to use comments. you're writing comments for people, not machines.Nothing to previewNothing to preview",Github
Code Smell : Inappropriate intimacy.Nothing to previewNothing to preview,Github
Code Smell : Large Class ( God Object )Nothing to previewNothing to preview,Github
Code Smell : Large Class (God Object)Nothing to previewNothing to preview,Github
Code Smell : Large class: This class has way too many functions in it and has grown too big.Nothing to previewNothing to preview,Github
Code Smell : Large ClassNothing to previewNothing to preview,Github
Code Smell : Large Function Can be broken down into small functions.Nothing to previewModularity not implemented.Nothing to previewNothing to preview,Github
Code Smell : Large Function It can be broken down into smaller functionsNothing to previewNothing to preview,Github
"Code Smell : Lazy class .  The class  has very less functionalities , more functionalities should be added to it and all of it's child classes should override them wherever necessaryNothing to previewNothing to preview",Github
code smell : lazy class this class has only initialization which also can be in the other class itself. Nothing to previewNothing to preview,Github
Code Smell : Lazy Class.Nothing to previewNothing to preview,Github
Code Smell : Lazy ClassNothing to previewNothing to preview,Github
Code Smell : Long methodNothing to previewNothing to preview,Github
Code Smell : Method Level Smell : Excessively long identifier : checkTrailCollisionNothing to previewNothing to preview,Github
Code Smell : Method Level Smell : Excessively long identifier applyGroundForceNothing to previewNothing to preview,Github
Code Smell : Method Level Smell : Excessively long identifier: reachPaulineWinNothing to previewNothing to preview,Github
"Code Smell : Method Level Smell : Too many parameters to printLayoutNothing to previewBad code smell:   Method could be a function Nothing to previewBad code smell:   Too many arguments (9 given, 5 is the standard limit) Nothing to previewPEP-8 standards violation:   Exactly one space required after commaNothing to previewPEP-8 standards violation:   Line too long-118 characters,80 is the standard limit Nothing to previewNothing to preview",Github
Code Smell : Orphan Variable/Constant Class contains collection of constants that are used elsewhereNothing to previewNothing to preview,Github
Code Smell : Orphan Variable/Constant Class contains collection of constants that are used elsewhereNothing to previewNothing to preview,Github
"Code Smell : The following errors were detected in the code below : 1. Excessive use of literals: these should be coded as named constants, to improve readability and to avoid programming . A simple for loop could be used to generate the patternNothing to previewToo much hard code.Nothing to previewNothing to preview",Github
Code Smell : The following errors were detected in this module : 1. Lazy class / Freeloader: a class that does too little.Nothing to previewClass has no init() methodNothing to previewNothing to preview,Github
