"#Separate class not required.\
"Again clock is a constant. Should be named in capital letters.","CodeBrag",3
"code smell:
Code should be encapsulated within a class.
classes not implemented
code should be within a function.","Phabricater",4
"Hardcoded values like 79 and 78 should be replaced with variables so that, in the future, if the values are changed, they only have to be changed in one place.","Github",5
"Redefining built-in 'quit'.","Bitbucket",4
"When we press both hileft and right keys and then leave one of them player isn't moving.This must not happen","GamifiedSD",4
"BUG: w is not working properly, not ascending ladder","Bitbucket",5
"one space around both sides of = sign like x = y","Bitbucket",2
"Better comment whats going on here","CodeBrag",3
"Exactly one space required after all commas","CodeBrag",2
"unnecessary brackets","CodeBrag",2
"move function should be in base class person.","Bitbucket",4
"line too long.","GamifiedSD",2
"fireball movement is constant","CodeBrag",4
"score is not reduced when collision with donkey occurs","GamifiedSD",4
"### module os isnot used anywhere in the code","CodeBrag",2
"Code smell: Unused variable clock","Github",2
"player never dies.","Github",5
"Unnecessary parens after 'if' keyword (superfluous-parens)","Phabricater",2
"Not implemented anything in the game","Phabricater",4
"self not passed as argument","Bitbucket",3
"After Player Died , the game does not quit. Command line prompt does not comes after game is over.","CodeBrag",4
"Poor Frame Rate","Github",4
"Code Smell: Classes with too much code, can be refactoredCode Smell: Classes with too many instance variables, can be refactored by using inheritance","Github",4
"Error (**NameError**):
Following error is encountered when player reaches queen.
```
NameError: global name 'crt_level' is not defined

```","Phabricater",4
"Uniformity in variable naming is not there. color begin with a lowercase 'c', while Floor with an uppercase 'F'.","GamifiedSD",3
"Random names given to the variables (PEP 8)","GamifiedSD",3
"Jump and other functions not implemented.","Github",4
"board and fireball class are not implemented
there is no next level
there are no private variables
same code is repeated many times
too many blank spaces in between lines violating pep-8 standards
haven't followed oop principles","Phabricater",5
"Code smell : Conditional complexity. Too many If-Elif statements","Phabricater",4
"Unused variables according to pylint","GamifiedSD",2
"there is no movement in donkey","Phabricater",4
"The following lines of code till line 294 has been hard-coded. Would be hard to modify the code. Using loops and variables could have made the code more readable. PEP-8 standards violation 262-294 Bad white spaces","Github",4
"Exactly one space required after comma
        p.put(bo,white)","Phabricater",2
"=Bug=
No coin class can be found.","Phabricater",4
"Error:
Argument values of range() function call not in accordance with code statements in lines71-98.","Phabricater",4
"code smell. (Lazy class)","Bitbucket",4
"Code smell: \""Long method\"",""15","GamifiedSD",4
"There is no space between subsequent if else statement,
so that readability improve","Phabricater",3
"Increased complexity ...no need of nested loops","CodeBrag",4
"Line length : 102 characters. PEP8 standards violated","Github",2
"PEP-8 standards violation:   No space allowed before :","Github",2
"Bug:
Using variable 'f' before assignment in code.","Phabricater",4
"No need of so many different functions for move could be done in a single function by passing different arguments for different directions.\
code duplication (code smell).","GamifiedSD",5
"class level smells  , feature envy","CodeBrag",4
"Tabs used instead of spaces","Phabricater",2
"graphics not implemented properly.I'm able to eat up partial coins with the rest half of the coin visible.\
as after climbing the first ladder in the first level","GamifiedSD",5
"use of global variables is not recommended ,modulation will be difficult","GamifiedSD",4
"Too long line (PEP 8)","GamifiedSD",2
"init()  method is not used in any  of the classes implemented A bad code smell.","CodeBrag",4
"too few public methods","Bitbucket",4
"Missing module docstring. PEP 8 standards not followed.","Phabricater",3
"PEP8 standards not followed.
Surround top-level function and class definitions with two blank lines.","Phabricater",2
"no coins so no scoreboard","CodeBrag",4
"give atleast one white space after '#'.not following pep8 standards.","Github",2
"Class declaration not according to PEP-8 standards It must have 2 blank lines above it [E302]","Bitbucket",3
"variable name used is not good. try using variables that make some sense and are atleast 3 characters long.","Github",3
"##Lazy class / Freeloader:  \
A class that does too little.","CodeBrag",4
"the player can never reach the queen","GamifiedSD",4
"Application level smell (Duplication of code) could have used another argument to the function and hence avoid the repetition of code.","Bitbucket",4
"**BUGS**

Game exits when player moves to the bottom right
Terminal doesnot respond after the game exits
Player doesn't touch the floor during consecutive jumps
Game restarts after player looses one life

**functionality missing**

jumping on the spot
","Phabricater",5
"Reimporting and redefining 'sys' from outer scope. See line 2.","Github",2
"
Random coin generator not implemented.","Phabricater",4
"This is not old class as '()' are there after class name","CodeBrag",4
"Ideally the fireballs should be in continuously motion.But here the fireball moves only with a keyboard interupt","CodeBrag",4
"Polymorphism is not implemented","Github",4
"Functinality:
Donkey and Fireballs move even when player do not on a terminal game without any printing errors(Due to multithreading).#good","Phabricater",5
"Negative: Extra variables defined for jump.","GamifiedSD",4
"Found indentation with tabs instead of spaces (mixed-indentation) Exactly one space required around assignment","Bitbucket",3
"the movement of donkey is really arbitrary","CodeBrag",4
"main is unnecessarily large ","Bitbucket",4
"Unused variable 'k'.","Github",2
"###Contrived complexity:  \
Forced usage of overly complicated design patterns where simpler design would suffice.","CodeBrag",4
"global variables used bad practice","Bitbucket",4
"To link a level and a platform list to fireball, two way linking has to be done. Fireball to level and level to fireball. Every time we create a fireball and link to a level , we have to link the level to the fireball separately. This does not follow divergent change. Bad code smell.","Github",5
"Code Smell:   Too many arguments (6), should be <= 5","Bitbucket",4
"Too many nested - if's must not be used","Github",4
"Calling all 'update conditions' functions and collision checking functions of different classes by using another function would have improved readability and made it less feature envy.\
Feature Envy->Code Smell.","GamifiedSD",3
"Unused variable 'F'. ","Bitbucket",3
"Too many local variables (21/15) (too-many-locals)","CodeBrag",4
"Only a single level is used (not fulfilling the assignment criterion of using multiple levels) ","Bitbucket",5
"2 blank lines need to surround class definition according to PEP8 standards","Bitbucket",2
"==Primitive Obsession==
The x and y coordinates  must have been attributes of the object class.
pass them as parameters of the constructor method of object class. 
Don't use a gaggle of primitive data type variables as a poor man's substitute for a class. If your data type is sufficiently complex, write a class to represent it.","Phabricater",5
"time was not imported but used here","GamifiedSD",2
"PEP-8 and PEP-257 standard violation: Missing class docstring.","Bitbucket",3
"left and right movements are not implemented with a,d.","Github",4
"Code Smell : Duplicated Code Could have used a function or a loop.","Github",4
"Unnecessary parens after 'if' keyword (superfluous-parens)","CodeBrag",2
"Descriptive function name (PEP-8)","GamifiedSD",3
"To handle collisions and boundary conditions too much of operation is done.This mathematical operations do not have reliability.","GamifiedSD",4
"##Lazy class / Freeloader:  \
A class that does too little. Also unnecessary use of methods for just simple arithmetic operations.","CodeBrag",5
"hard coded for different ranges","GamifiedSD",4
"There must be a line in between.","GamifiedSD",4
"Class has no __init__ method","GamifiedSD",4
"avoid blank line at the end of the file (pep8 standard).","CodeBrag",2
"Unnecessary trailing whitespaces.","Bitbucket",2
"indentation with tabs instead of spaces (mixed-indentation)  PEP8 Violation","Bitbucket",3
"line is too long, should be less than 80 chars","CodeBrag",2
"similarly named variables could confuse readers. (in fact, i am confused) (PEP8 variable naming standards)","GamifiedSD",4
"Too many branches","Bitbucket",4
"Bad usage of variables.","GamifiedSD",3
"Bug:
'Board' class has no 'moveFireball' member","Phabricater",4
"Speed of the player increases as more fireballs come in , therefore whenever a game starts or restarts , the speed of the player is low and then increases gradually as more fireball come in.","Github",5
"BUG:

Standalone Jump  not implemented.","Phabricater",4
"PEP-8 standard violation: Invalid variable names used. (a1,a2,a3,a4,a5,s,x3,x_change,y_change)","Bitbucket",3
"no need of this else statement","CodeBrag",4
"Code Smell:No Modularisation.","Bitbucket",4
"PEP-8 standard violation:
Exactly one space required after each comma(,).","Phabricater",2
"Mixed indentation with spaces and tabs","Bitbucket",2
"Wrong class naming (not following PEP-8 standard)","GamifiedSD",3
"Make variable names descriptive. (PEP-8)","GamifiedSD",3
" __init__ method from base class 'Person' is not called (super-init-not-called)","GamifiedSD",4
"Good use of python functions and mappings.","GamifiedSD",4
"Multiple bad white spaces","Github",2
"Can use loop to make table and Exactly one space required after commaBad code smell for code understanding and readability","Github",2
"Unused import time.","Bitbucket",3
"class name should start with capital letter","Phabricater",3
"Long Parameter List - Too many variables and methods declared in a single class.","CodeBrag",4
"PEP8 standards not followed.","Phabricater",1
"too much repetation","CodeBrag",4
"Please remove comments which don't explain anything","CodeBrag",3
"proper classes should have been defined in other modules, and would have greatly decreased necessity for such a large module : code smells","GamifiedSD",4
"bad-whitespace invalid-name trailing-whitespace missing-docstring line-too-long global-variable-undefined global-variable-not-assigned too-many-statements too-many-branches superfluous-parens unused-variable unused-argument too-many-locals super-init-not-called old-style-class duplicate-code too-many-arguments redefined-outer-name multiple-statements        Many such instances","Github",3
"Code Smell:
Conditional Complexity
long if-else chain.","Phabricater",4
"Bad way to write mix of lower and uppercase letters for function name. it should be written in lower case. Words should be separated by underscores.","Phabricater",4
"line is too long, should be less than 80 chars","CodeBrag",2
"Undefined variable 'ard'","Phabricater",4
"Bad indentation.","Phabricater",3
"No space after comma","GamifiedSD",2
"Code Smell: Excessive use of literalsNo literals used, invalid comment","Github",4
"Bad whitespace. Bad indentation","CodeBrag",3
"missing method docstring and too many arguments, 5 is the limit but there are 6 arguments","Bitbucket",3
"Wrong hanging Indentation.","CodeBrag",2
"coins are generated randomly but did not check out for boundaries so sometimes it is impossible to take a coin","GamifiedSD",4
"Code smell:
too much branching.","Phabricater",4
"PEP8 - Indentation contains mixed spaces and tabs","Github",2
"There is no jump in the game","GamifiedSD",4
"Missing docstring","Bitbucket",3
"=Dead code=
No need of this if condition","Phabricater",4
"display would not work if dimensions of screen would change.would cause conflict in pixellation.","GamifiedSD",4
"no need to print this statement","Phabricater",2
"Code Smell : The following lazy classes could be integrated into one single Board class.The classes below have almost minimalistic functionality. ","Github",4
"short name, code smellBUG: Doesn't work on different resolutions","Github",4
"If a player loses a life, the score remains the same, instead of getting reduced.","GamifiedSD",4
"too few public methods","Bitbucket",4
"Line 8-47 Using Global variables should be avoided. Bad coding Practice.","Github",2
"According to PEP-8 standards, the constants should be in capital for better readability.","Phabricater",3
"Code smell : Too many blank lines. PEP8 Standard not followed. ","Github",2
"The below variable names should have been in allcaps.","GamifiedSD",3
"When the player continuously moving in left direction and if we press opposite direction it moves until we first button [left direction ] if we remove our  hand or once the key is up player stops","CodeBrag",4
"Letter 'H' to represent ladder in ASCII map structure has not been used or any thing of that sort. Hence no ladders present in the map","GamifiedSD",4
"BUG: Ladder is automatically created when you go either left/right corner and try to move up (press w).","Phabricater",5
"PEP 8 standards violated : Unnecessary parent '()' for ifs and elifs throughout the code.","Phabricater",2
"positioning of ladders is independent of output ","GamifiedSD",4
"BUG:
==

When too many fireballs move past each other, there are instances where one of the fireball stops.

Also if the overlap happens on a ladder, sometimes H gets replaced by O","Phabricater",5
"Line is too long.","CodeBrag",2
" bad code smell.
Too many instance attributes (11/7) (too-many-instance-attributes)","Phabricater",4
"For motion instead of directly hardcoding values you should have created variables.\
Reusability is lost in your implementation","GamifiedSD",5
"#code: no modules are used.","GamifiedSD",4
"Board class has also not been implemented.","GamifiedSD",4
"Attribute rightbound defined outside init. It should have been initialized in init .","Bitbucket",3
"getPosition function is not used as asked in the assignment 1 guidelines!!!","Phabricater",4
"Sometime multiple copies of fireball are created in level 2.","GamifiedSD",4
"blank lines should be avoided at the end of the file (pep-8)","CodeBrag",2
"Negative: White space standards violated during assignment (PEP 8)","GamifiedSD",2
"Jump functions could have been combined into one with better implementation (for the parabolic jump) Lot of redundant code.","Phabricater",5
"Code smellexcessive use of literals","Bitbucket",4
"Function not declared within any class.\
Code smell: lazy function. It basically just returns an instance of font.render().","GamifiedSD",4
"Unused variables __tx, __ty","Github",2
"It made things easy for me while coding.! Makes things easy while designing your code.!","Bitbucket",1
"Code Smell
Too many branches 
Too many while loop used instead using single while loop","Phabricater",4
"Missing method docstring.Used when a module, function, class or method has no docstring. Some special methods like init() don't require a docstring and for those, this message is not raised if they have no docstring.","Bitbucket",3
"Access to a protected member _posx of a client class (protected-access)","Github",4
"missing class docstring","CodeBrag",3
"missing class player.py.","Bitbucket",4
"tried to show color text but colored text is still not shown in the game.","Phabricater",4
"Refactor - Too many branches (20/12) (too-many-branches)","CodeBrag",4
"player cannot go to some far on broken ladders","GamifiedSD",4
"not according to PEP 8 standards, space after \"" , \""$$$$""{\""source\"":\""web\"",\""params\"":{\""ip\"":null}}","Phabricater",2
"PEP-8 standards violation:   Trailing whitespace","Github",2
"imports should be on separate lines(pep-8)","CodeBrag",2
"Code Smell : Lazy class .  The class  has very less functionalities , more functionalities should be added to it and all of it's child classes should override them wherever necessary","Github",5
"Conditional Complexity","Bitbucket",4
"Clear duplication of codeCreator has written the same if and else condition twice","Bitbucket",4
"Code was written in a very less span of time, such standards were overlooked so.","GamifiedSD",2
"Blank line contains white-space.","GamifiedSD",2
"Good use of encapsulation.","Bitbucket",4
"Global variables used.Bad coding practice","Bitbucket",4
"while player is on the ladder he can only move upwards","CodeBrag",4
"Redefining name 'p' from outer scope (line 306)","GamifiedSD",4
"unnecessary space before :","Bitbucket",2
"Bad whitespace","CodeBrag",2
"code smell: duplicated code with function __go_lefts()","Github",4
"extra variable not needed","Bitbucket",2
"Line too long,violates PEP-8","Bitbucket",2
"This loop never ends so game exit never equals to True. it ends only due the NameError.","CodeBrag",4
"Duplication of code.Could have specified the starting and ending points in two seperate lists and reduced the number of for loops","Bitbucket",4
"**CODE SMELL**
Too small class.","Phabricater",4
"Instead of using ' ' use '.' ,while you hard-code as , in other functions like : move , setcoins etc you've used '.' instead of ' '.","Bitbucket",4
"Hard-coding all the positions with numbers makes it difficult to modify. Bad practice. Instead player's position could have been referenced from the created list itself.","Bitbucket",4
"should use space after usage of "","". Not following PEP8 standards.","Github",2
"When the player continuously moving in left direction and if we press opposite direction it moves until we first button [left direction ] if we remove our hand or once the key is up player stops","CodeBrag",4
"PEP8 line too long","Bitbucket",2
"

Wildcard import. Bad practice. Should import only those parts which are required.
","Phabricater",3
"use better variable names","CodeBrag",3
"Whenever the the player encounters an edge it falls on the lower floor. Its working perfectly.","Bitbucket",4
"Several bad names of variables like p, fd, ch, b, p, d, f, y etc. Variables name should be meaningful names. Code smell.","Bitbucket",3
"Invalid method name. Should be get_position and not in camelCase","CodeBrag",3
"Line too complex, list can be defined earlier and used here.","CodeBrag",4
"fire balls are not random","GamifiedSD",3
"line 34,36,37 space missing after comma.","Bitbucket",2
"Very long classCode Smell : Large Class","Github",4
"Constants should be in capitals according to PEP-8 standards.","Phabricater",3
"cyclomatic complexity","Bitbucket",4
"initialized outside init function","GamifiedSD",2
"No error handling if other keys than those specified are pressed.","GamifiedSD",4
"BUG: When climbing a ladder if i press 's' key at last but it will fall down through the floor ","Bitbucket",5
"too large class grown..(code smell)","CodeBrag",4
"Missing Doctring","Github",3
"Warning:   Unreachable code","Github",4
"Redundant Code, used in many places, should have used a function instead","Github",4
"Code Smell:
Too many nested conditional statement 
It should be divided into  functions","Phabricater",4
"getPosition() is not in code.","Bitbucket",4
"Dead code should be removed for your code -> code smell","Github",4
"Suppose if we want two players we use same person class.That is not possible because you declared globally.","CodeBrag",4
"multiple lives for player not implemented.game ends as soon as player looses his life.","GamifiedSD",4
"only one fireball is implemented !!  ","Phabricater",4
"No new line at the end of the file","Github",2
"Extra empty lines , could be avoided","GamifiedSD",2
"According to PEP-8 Standards, there are a lot of indentation problems(white-spaces, tabs) which I have left un-mentioned.Pylint rating of the code is -19.38/10 on a scale of -infinity to 10. Code with rating between 5 to 10 is considered good code.","Bitbucket",3
"Don't use equal to. Refer above comment.","CodeBrag",3
"Code Smell: unnecessary nested if-condition increases code length(can be done in only one if statement)PEP-8 Violation: Bad indentation practice","Github",5
"Some PEP-8 standards not followed.
There are too many unwanted blank lines.
Some functions of the player have not been implemented well, like jump, fireball collision etc.
There are no levels. 
There is no score display. 
Lives are not displayed.","Phabricater",5
"variable should be declared above","GamifiedSD",4
"No image has been uploaded.","GamifiedSD",4
"All classes inheriting from person are under the same files. But all other classes are already in different files.","Phabricater",4
"=Bug=
initial position of the player is not correct.","Phabricater",4
"Unused argument 'array'Method could be refactored to a function.","Github",4
"there is functionality defect in ladders","Github",4
"Dead code lying around Comment provides no useful information","Bitbucket",4
"Polymorphism and Encapsulation not implemented.","Github",4
"PEP-8 standard violation:
Exactly one space required after comma","Phabricater",2
"Should be implemented in a class based structure. And anyone can run this play function. ","GamifiedSD",4
"Comments not according to PEP-8 standards Block Comment should start with '# ' [E265]","Bitbucket",3
"Method could be a function, hence is of no use.","Phabricater",4
"Bad code smell:    Too few public methods (0/2)","Github",4
"All the necessary functions of the program like checkWall(), getPosition(), CollectCoin(), .. etc are written well with encapsulation and maintained\
very wisely for Polymorphism.","GamifiedSD",5
"Bad coding practice Blank lines at end of file [W391]","Bitbucket",2
"Refused Bequest","Bitbucket",4
"Variable names must be descriptive. (PEP-8 Standards)","GamifiedSD",3
"Non descriptive variable names. (PEP-8 standards)","GamifiedSD",3
"dead code should be removed(code smells)","GamifiedSD",4
"Module name not descriptive (module for randomising 20 coins)","GamifiedSD",3
"## according to pep8 standards max no of characters per line must be 79.\
- LIMIT EXCEEDED","CodeBrag",2
"MoveRight and MoveLeft could have been combined as one. Using direction passing perhaps.","Phabricater",4
"Bug: Game slows down when first loads.","Github",4
"variable 'self__flc' has been assigned a value and is then unused. This should be avoided.","Bitbucket",3
"exactly one space required around assignment","CodeBrag",2
"very long line as per PEP-8 standards.","GamifiedSD",2
"Not according to PEP-8 strandards Backslash at the end of line is redundant between the brackets [E502]","Bitbucket",2
"Code Smell : Large Class ( God Object )","Github",4
"coins are random so do not state the above as an example :) ","GamifiedSD",4
"PEP-8 violation : Indentation with tabs in statement","Phabricater",2
"PEP-8 standard violation:
Binary augmented assignment operator should be surrounded by a blank space on either side of the operator.","Phabricater",2
"class docstring which describes the purose of the class is missing","Bitbucket",3
"Literals passed into initializations of levels/structure should be declared as constants","CodeBrag",3
"missing method docstring","CodeBrag",3
"Wrong formatting to store values in the list. White-spaces and commas","Github",2
"Bad coding practice time is imported but never used [F401]","Bitbucket",2
"when the player reaches the end of the stage he should fall down to the next floor instead of stopping there.","CodeBrag",4
"Comments missing, difficult to understand code","Github",3
"class should have methods in addition to data(code smell)","GamifiedSD",4
"Too many files in main directory, Resources like images and audio should be organised and placed in seperate folders. Many of the resources are never even used in the code.","Github",4
"Delete the commented out code -- bad code smell.","CodeBrag",4
"Ladders not implemented, only images present.","Phabricater",4
"Invalid method name (PEP-8 Violation)","Bitbucket",3
"Modules imported should be written on different lines.","GamifiedSD",2
"line too long, should be less than 80 character long according to PEP-8 standard","Bitbucket",2
"Unused variables __ax, __ay","Github",2
"Bad code smells","Bitbucket",1
"After restart of game by reaching queen, collected coins are not replaced on the stage.","Bitbucket",5
"Unnecessary print statement. Print to console while game is graphical. Probably a debugging statement. Should've been removed.","Github",4
"Exactly one space should be there after commas","CodeBrag",2
"__ Too many branches. 12 are allowed. this is the 19th __ (Cyclomatic Complexity)","CodeBrag",4
"no modularity. was done","GamifiedSD",4
"very bad variable naming\
Non descriptive and not related remotely to usage\
","GamifiedSD",4
"Missing detailed documentation string","GamifiedSD",3
"unnecessary parens after 'while' (superfluous-parens)","CodeBrag",2
"Wrong name, used in other classes alsoBUG: Parabolic Jump has not been implemented...","Github",4
"Class docstring missing for all classes defined. ","Github",3
"both player , ladder  and  floors ore of same color black .it is difficult to recognize if player is completely inside ladder","CodeBrag",5
"Method definition not according to PEP-8 staandards\
expected 1 blank line, found 0 [E301]","GamifiedSD",2
"When Player hits fireball sometimes the fireball is not detroyed and remains at position of collision","Github",5
"No need to reiterate.","Phabricater",4
"Used so many for loops for writing the same functionality,can use the same variables and for loop","GamifiedSD",4
"No comments present in the code which is difficult for future references.","CodeBrag",3
"unnecessary space allowed for brackets","CodeBrag",2
"PEP - 8

Very Long Function: 

Length of function should be 15 - 25 lines","Phabricater",4
"Good 

Constants should be in Capital Letter
","Phabricater",3
"Invalid variable name 'y'","Bitbucket",3
"bug:player is going into the floor and giving index error.","Github",5
"Fireball class has not been implemented.","Github",4
"CODE SMELL:  **Parallel Inheritance Hierarchies**\
Every time you make a subclass of one class, you must also make a subclass of another","CodeBrag",4
"scoreboard is there but it is not initialized","CodeBrag",4
"pep-8:
blank line must not be used here.","Phabricater",2
"Missing function docstring (missing-docstring)","CodeBrag",3
"what is s ? ... variable name should be at least 3 letters","CodeBrag",3
"Insufficient functionality: 'Jump' for a player is not implemented.","Bitbucket",5
"First letter of class name must be in upper case","CodeBrag",3
"Bad Coding practice Should not import all the methods and classes from a module [F403] Only import the ones that are needed","Bitbucket",2
"Unnecessary parens after 'if' keyword (superfluous-parens)","CodeBrag",2
"unnecessary printing  after game completion other than the score","Github",4
"Unused variable 'chose'.","Bitbucket",2
"Should leave lines before declaring new class.(PEP-8 standards).","GamifiedSD",4
"while playing game there is error i.e. index crosses the range and the game terminates","Bitbucket",5
"Unnecessary parens after 'if' keyword, not required.","Bitbucket",2
"Unused variable 'rows'","Bitbucket",2
"Code Smell: Redundant code, update() should prevent object from crossing walls","Phabricater",4
"Missing method docstring","Bitbucket",3
"Code Smell : Cyclomatic Complexity Too many branches or loops; this may indicate a function needs to be broken up into smaller functions, or that it has potential for simplification.","Github",4
"PEP-8 Function docstring should be above the function.","Phabricater",3
"needs comments to understand the code","GamifiedSD",3
"Block comments not according to PEP-8 standards","GamifiedSD",3
"one space around both sides of = sign like x = y and Exactly one space required after comma like : x = [(x1, y1), (x2, y2), (x3, y3)]","Bitbucket",2
"PEP-8 standard violation:
Prevent mixed-indentation. Indent using spaces and not tabs.","Phabricater",3
"Ally group unnecessary since there is only one ally, the princess ","GamifiedSD",4
"code smell: duplicated code(similar code with function moveup)","Github",4
"Variable 'out' not used anywhere","Github",4
"## pep8 standards require at least 4 spaces of indentation and that much indentation is present","CodeBrag",2
"String statement has no effect (pointless-string-statement)","Phabricater",4
"No Encapsulation and private members","Bitbucket",4
"too many arguments : bad code smell ","Github",4
"It is okay to have a line length of 80-100. The current line pointed has 85 characters. According to strict PEP-8 standards the maximum line length is only 79 characters.","Bitbucket",2
"Code Smell This code within if can be refactored into a separate function.","Bitbucket",4
"Bug: Player doesn't move down if space is pressed consecutively.","Phabricater",4
"PEP-8 standards violation:    Invalid constant name ""gamelevel""","Github",3
"attribute not defined outside init, should be defined in init and updated here and invalid-name no, constant variable's name should be in uppercase","Bitbucket",3
"one space around both sides of = sign like x = y and Exactly one space required after comma like z = z(x, y, w) and line too long => 83 characters, should be 80 characters","Bitbucket",2
"**Bug** : Fireball is not able to climb down the stairs.","CodeBrag",4
"PEP-8 violated: trailing white-space.","Github",2
"comma before space should be avoided.","CodeBrag",2
"Functionality.When player moves too fast and hit the Fireball then there is no effect on his life","CodeBrag",4
"Error:Too many positional arguments for lambda call","Github",4
"In lines 5-10, missing whitespace around operator.","Phabricater",2
"Split code into functions and re-factor them so that it enhances re usability of the code ","Github",4
"Dying on ladder causes the player to freeze after respawn","GamifiedSD",4
"Used tabs instead of spaces.","Bitbucket",2
"The argument grid has no use in method. Only arguments used must be passed.","Github",3
"walls are not constructed in the game","Phabricater",4
"Dead Code, not used once","Github",4
"Bad code smells","Bitbucket",1
"BUG : The fireballs move only when the Player moves.","Github",4
"attrDict' has no 'x' member or 'y' member","GamifiedSD",3
"Excessive return of data: a function or method that returns more than what each of its callers needs","CodeBrag",4
